y,x,Gauss_Curvature,OSI,TAWSS [pa],WSS [pa]
44,0,-0.044736,0.00186257,0.80616,1.41727
44,1,-0.110689,0.000759923,0.802067,1.26516
44,2,-0.311804,0.00025847,0.873924,1.45001
44,3,-0.146716,0.000105725,1.10623,1.96444
44,4,-0.20463,0.000166369,1.24314,2.30071
44,5,-0.215666,0.00039986,1.34426,2.67083
44,6,0.234253,0.000279607,1.15417,2.28271
44,7,0.2598,0.000749889,1.00737,1.91423
44,8,0.250922,0.000640737,1.27876,2.37097
44,9,-0.0778726,9.64e-05,2.1113,3.98663
44,10,0.0933479,0.000143478,2.10384,4.10456
44,11,0.148435,0.000265927,1.74149,3.44489
44,12,-0.074616,0.000313443,1.64055,3.38175
44,13,0.645624,0.000187734,1.25685,2.54573
44,14,-0.0397299,0.000148772,1.56208,3.34871
44,15,-0.0367519,0.000318654,1.63197,3.49431
44,16,0.146563,0.000678043,1.22348,2.49259
44,17,0.0280905,0.00156434,1.106,2.36519
44,18,-0.0391691,0.00191133,1.12914,2.585
44,19,0.0578577,0.00244915,1.04007,2.48899
44,20,0.327877,0.00348627,0.970646,2.33924
44,21,0.0396739,0.00463288,0.953632,2.25709
44,22,0.0386496,0.00395067,0.867215,1.8456
45,0,-0.00941144,0.00126816,0.703764,1.20068
45,1,-0.0823178,0.00128598,0.658742,1.04799
45,2,-0.0866122,0.000883998,0.818019,1.38051
45,3,-0.160217,0.000402204,0.944439,1.65203
45,4,-0.104233,0.000180606,0.974835,1.74556
45,5,-0.123695,0.000188648,1.50207,2.995
45,6,0.0643439,0.000225806,1.71861,3.57531
45,7,0.148808,0.000276403,1.65889,3.42926
45,8,-0.0703226,0.000286957,1.83546,3.7522
45,9,-0.283025,8.83e-05,1.88516,3.60848
45,10,-0.201203,6.01e-05,2.33493,4.59932
45,11,-0.0424238,8.82e-05,2.52414,5.17788
45,12,-0.288758,0.000139287,2.38959,5.04297
45,13,0.231578,0.000148788,1.77012,3.78113
45,14,0.167927,0.000106124,1.40436,2.97858
45,15,-0.0762432,0.000186884,1.6182,3.45246
45,16,-0.116117,0.000458311,1.58055,3.42702
45,17,-0.0206742,0.00103885,1.71071,3.88018
45,18,-0.195239,0.000642715,1.60146,3.83765
45,19,-0.164,0.000832025,1.39297,3.46357
45,20,-0.424797,0.00104248,1.27183,3.09282
45,21,-0.082953,0.00205653,1.16844,2.67882
45,22,-0.0964107,0.00218219,0.911905,1.82257
46,0,-0.120106,0.00224422,0.636404,1.03239
46,1,-0.0152865,0.00247701,0.734534,1.18278
46,2,-0.0395736,0.00169108,0.797998,1.34428
46,3,0.107229,0.00113159,0.735493,1.26201
46,4,0.16397,0.00063319,0.94324,1.72646
46,5,0.0488961,0.000136483,1.78782,3.58687
46,6,-0.275657,9.84e-05,2.48856,5.20928
46,7,-0.460204,6.26e-05,2.62298,5.525
46,8,-0.152774,6.61e-05,2.20486,4.52603
46,9,-0.050556,5.57e-05,1.71292,3.3279
46,10,-0.03489,7.19e-05,1.80219,3.44237
46,11,-0.0296626,0.000158824,1.99295,3.8704
46,12,0.02049,0.000366812,1.78772,3.56224
46,13,-0.190883,0.000239416,1.84234,3.95996
46,14,-0.20444,8.24e-05,1.72019,3.77843
46,15,-0.197248,7.2e-05,1.52482,3.22132
46,16,-0.0803599,0.000181777,1.97608,4.35679
46,17,0.158289,0.000480785,1.9687,4.39966
46,18,0.191312,0.000568309,1.17476,2.64606
46,19,-0.020985,0.00130685,1.02071,2.42156
46,20,0.396326,0.00202991,0.793644,1.82064
46,21,-0.0439631,0.00329706,0.764175,1.68705
46,22,-0.0310288,0.00295941,0.693341,1.30548
47,0,-0.312729,0.00931604,0.471089,0.702136
47,1,-0.220113,0.00566581,0.73844,1.17425
47,2,-0.005567,0.002937,0.762095,1.26601
47,3,0.0550279,0.00149366,0.736389,1.29094
47,4,-0.706122,0.00102951,1.17194,2.20389
47,5,0.134126,0.000374535,1.92798,3.80956
47,6,-0.309346,0.000190315,2.25898,4.51773
47,7,-0.242823,0.000127983,2.2244,4.49275
47,8,-0.0598389,0.000107054,1.8307,3.65671
47,9,0.106536,0.000105328,1.42703,2.75814
47,10,-0.172986,0.00324347,0.792516,1.86293
47,11,-0.0038686,0.000285881,1.471,2.77262
47,12,0.144548,0.000517879,1.59435,3.22836
47,13,0.0642582,0.000277626,1.81748,3.91775
47,14,-0.363007,0.000104777,1.93602,4.35086
47,15,0.0780521,0.000281064,1.26709,2.60214
47,16,-0.00645229,0.000239844,1.45165,3.05504
47,17,-0.0276952,0.000436263,1.34602,2.79104
47,18,0.0155413,0.000698585,1.28437,2.91172
47,19,-0.0829168,0.00116228,1.10035,2.58331
47,20,-0.216475,0.00211062,0.856449,1.99165
47,21,-0.165777,0.00328981,0.729812,1.64433
47,22,-0.20575,0.00663784,0.501956,0.900443
48,0,0.525776,0.0276197,0.323938,0.583481
48,1,0.14306,0.00907275,0.709926,1.18732
48,2,-0.0981541,0.00570617,0.754877,1.23963
48,3,0.678727,0.00267808,0.667875,1.19875
48,4,0.437922,0.00215408,0.943575,1.82061
48,5,0.134119,0.00136891,1.46494,2.80946
48,6,-0.0730592,0.0010177,1.45235,2.70033
48,7,-0.115456,0.000467703,1.55413,2.93263
48,8,-0.27024,0.000140193,1.78199,3.50171
48,9,0.0081117,0.000109508,1.75951,3.5045
